,model,step,restart,candidate,result,best_f,steps_to_best_f,peak_memory,runtime_ms
1023,Conservative BoBn,123,0,"{'x5': 0.996066807025335, 'x1': 2.2035810855555935, 'x4': 1.1143653328612544, 'x3': 1.2851487311375644, 'x2': 1.570968039633645}",4.495851039886475,4.495997905731201,106,42937344,6.8065125942230225
1024,Conservative BoBn,124,0,"{'x5': 0.9960708078828363, 'x1': 2.203584355203389, 'x4': 1.114362787778532, 'x3': 1.2851484897873826, 'x2': 1.5709692045182773}",4.495800495147705,4.495997905731201,106,43023360,5.704751253128052
1025,Conservative BoBn,125,0,"{'x5': 0.9960943671090573, 'x1': 2.203579889420159, 'x4': 1.114358877518206, 'x3': 1.2851807765118681, 'x2': 1.5709682905301248}",4.495732307434082,4.495997905731201,106,43109376,3.987290143966675
1026,Conservative BoBn,126,0,"{'x5': 0.9960960595101849, 'x1': 2.203583067064475, 'x4': 1.1143555190784589, 'x3': 1.2851826793497614, 'x2': 1.5709989952053371}",4.495789051055908,4.495997905731201,106,43195392,3.9844508171081543
1027,Conservative BoBn,127,0,"{'x5': 0.996100213307633, 'x1': 2.2035790953238514, 'x4': 1.1143504511502162, 'x3': 1.2851824650086838, 'x2': 1.5709643269749674}",4.495930194854736,4.495997905731201,106,43290624,4.846713542938232
1028,Conservative BoBn,128,0,"{'x5': 0.99610427993521, 'x1': 2.203578903464129, 'x4': 1.1143486678099062, 'x3': 1.285182223974015, 'x2': 1.5709615381147504}",4.495913028717041,4.495997905731201,106,43376640,4.76902437210083
1029,Conservative BoBn,129,0,"{'x5': 0.9961083589415888, 'x1': 2.2035783096756183, 'x4': 1.114345174043532, 'x3': 1.2851821106127694, 'x2': 1.570960540989159}",4.495989799499512,4.495997905731201,106,43462656,7.302190065383911
1030,Conservative BoBn,130,0,"{'x5': 0.9961125522389535, 'x1': 2.203582998426125, 'x4': 1.1143381885866073, 'x3': 1.285181909179555, 'x2': 1.5709917838064165}",4.495707988739014,4.495997905731201,106,43557888,4.904439210891724
1031,Conservative BoBn,131,0,"{'x5': 0.996114559182053, 'x1': 2.2035774194491804, 'x4': 1.1143387510018297, 'x3': 1.285181776034504, 'x2': 1.570957820121251}",4.4957756996154785,4.495997905731201,106,43645440,3.6289193630218506
1032,Conservative BoBn,132,0,"{'x5': 0.9961212240226239, 'x1': 2.203577043649401, 'x4': 1.1143378694125725, 'x3': 1.2851816014221373, 'x2': 1.5709561100368468}",4.495776176452637,4.495997905731201,106,43740672,4.351848840713501
1033,Conservative BoBn,133,0,"{'x5': 0.996126293136411, 'x1': 2.2035822677014365, 'x4': 1.1143320253695377, 'x3': 1.2851808847595976, 'x2': 1.570955199314988}",4.495842933654785,4.495997905731201,106,43826688,5.018293142318726
1034,Conservative BoBn,134,0,"{'x5': 0.9961267954367528, 'x1': 2.203575942979571, 'x4': 1.1143288698765483, 'x3': 1.2851811979550007, 'x2': 1.570953898405601}",4.495943069458008,4.495997905731201,106,43912704,4.926377058029175
1035,Conservative BoBn,135,0,"{'x5': 0.9961113124225242, 'x1': 2.2035740384393985, 'x4': 1.11432577794262, 'x3': 1.285147481946923, 'x2': 1.570952508924975}",4.495793342590332,4.495997905731201,106,44007936,5.850178956985474
1036,Conservative BoBn,136,0,"{'x5': 0.9961363886438394, 'x1': 2.2035748679227396, 'x4': 1.1143225349325803, 'x3': 1.285180823359637, 'x2': 1.570951518208331}",4.495844841003418,4.495997905731201,106,44103168,3.8141863346099854
1037,Conservative BoBn,137,0,"{'x5': 0.9961373106870258, 'x1': 2.203574422969745, 'x4': 1.1143194073611695, 'x3': 1.2851806519455602, 'x2': 1.5709502792230947}",4.495895862579346,4.495997905731201,106,44189184,5.432451486587524
1038,Conservative BoBn,138,0,"{'x5': 0.9961444666798095, 'x1': 2.203160553438089, 'x4': 1.1143161182896695, 'x3': 1.2851803792761296, 'x2': 1.570948165754388}",4.495949745178223,4.495997905731201,106,44284416,3.5855798721313477
1039,Conservative BoBn,139,0,"{'x5': 0.99614850046159, 'x1': 2.203570774939433, 'x4': 1.1143128461925391, 'x3': 1.2851784214452733, 'x2': 1.5709478888026018}",4.496016979217529,4.496016979217529,139,44370432,6.285550117492676
1040,Conservative BoBn,140,0,"{'x5': 0.9961524654399196, 'x1': 2.203570279869672, 'x4': 1.1143099402289158, 'x3': 1.2851779611282843, 'x2': 1.5744758050538137}",4.495218753814697,4.496016979217529,139,44465664,5.999715328216553
1041,Conservative BoBn,141,0,"{'x5': 0.9961564578989202, 'x1': 2.203569778847378, 'x4': 1.1143067733703236, 'x3': 1.2851776612294619, 'x2': 1.574739090033871}",4.49523401260376,4.496016979217529,139,44560896,9.285924911499023
1042,Conservative BoBn,142,0,"{'x5': 0.9961576490588203, 'x1': 2.203556894193399, 'x4': 1.1143036782966564, 'x3': 1.2851776755372954, 'x2': 1.5709595021638012}",4.495911598205566,4.496016979217529,139,44646912,3.795088529586792
1043,Conservative BoBn,143,0,"{'x5': 0.9961643637361414, 'x1': 2.2035688084414886, 'x4': 1.114300679912675, 'x3': 1.2851775847872193, 'x2': 1.5709341205853375}",4.49567985534668,4.496016979217529,139,44742144,4.759650230407715
1044,Conservative BoBn,144,0,"{'x5': 0.996168341532861, 'x1': 2.2035681785619254, 'x4': 1.1142976818186727, 'x3': 1.2851774534021896, 'x2': 1.5709564386253092}",4.49591588973999,4.496016979217529,139,44838912,3.897827386856079
1045,Conservative BoBn,145,0,"{'x5': 0.9961725119475268, 'x1': 2.2035678523386566, 'x4': 1.1142947140949422, 'x3': 1.285146305919211, 'x2': 1.5709318898674725}",4.495611667633057,4.496016979217529,139,44934144,6.922645330429077
1046,Conservative BoBn,146,0,"{'x5': 0.996173898752587, 'x1': 2.2031597780165506, 'x4': 1.114291711098449, 'x3': 1.2851462004887444, 'x2': 1.5709310352047594}",4.495846748352051,4.496016979217529,139,45029376,4.2822265625
1047,Conservative BoBn,147,0,"{'x5': 0.9961767448469651, 'x1': 2.2035638635074006, 'x4': 1.1142885929889976, 'x3': 1.2851460775564885, 'x2': 1.570930100081028}",4.495759010314941,4.496016979217529,139,45124608,5.215348958969116
1048,Conservative BoBn,148,0,"{'x5': 0.9961842096445858, 'x1': 2.2035633612129515, 'x4': 1.11428537251281, 'x3': 1.2851786026650798, 'x2': 1.570928727760953}",4.4959282875061035,4.496016979217529,139,46268416,3.2203409671783447
1049,Conservative BoBn,149,0,"{'x5': 0.9961878971595374, 'x1': 2.203562738802503, 'x4': 1.1142828032561352, 'x3': 1.285145936010748, 'x2': 1.5709282040176977}",4.495876312255859,4.496016979217529,139,46265344,3.4039862155914307
1050,Conservative BoBn,0,1,"{'x5': 0.9961921521512899, 'x1': 2.203565233424222, 'x4': 1.114279862238617, 'x3': 1.2851456983047262, 'x2': 1.5709274097194215}",4.495887279510498,4.495887279510498,0,46393856,5.194897174835205
1051,Conservative BoBn,1,1,"{'x5': 0.9961962662689391, 'x1': 2.203561631698176, 'x4': 1.1142770804983677, 'x3': 1.2851780386039637, 'x2': 1.5709263554565551}",4.495903968811035,4.495903968811035,1,46604800,4.5337815284729
1052,Conservative BoBn,2,1,"{'x5': 0.9961999221388127, 'x1': 2.2035615100620602, 'x4': 1.1142740278117413, 'x3': 1.2851454997994702, 'x2': 1.5709255068891408}",4.496010780334473,4.496010780334473,2,46806528,4.329970598220825
1053,Conservative BoBn,3,1,"{'x5': 0.9962038365573023, 'x1': 2.2035606727769275, 'x4': 1.1142712982886491, 'x3': 1.2851453445473928, 'x2': 1.5709247107017026}",4.495934963226318,4.496010780334473,2,47008256,3.8452980518341064
1054,Conservative BoBn,4,1,"{'x5': 0.9962075674570039, 'x1': 2.2035609536535286, 'x4': 1.1142687962618278, 'x3': 1.2851451905438513, 'x2': 1.5709467412630902}",4.4957451820373535,4.496010780334473,2,47209984,4.6947715282440186
1055,Conservative BoBn,5,1,"{'x5': 0.9962112971586031, 'x1': 2.2035599339967487, 'x4': 1.1142657298992482, 'x3': 1.285177266658812, 'x2': 1.5709230692130134}",4.495853900909424,4.496010780334473,2,47411712,3.6625819206237793
1056,Conservative BoBn,6,1,"{'x5': 0.9962153487375003, 'x1': 2.2035590728598353, 'x4': 1.1142629724440056, 'x3': 1.2851773360080625, 'x2': 1.5709448192023507}",4.495814800262451,4.496010780334473,2,47613440,3.8768398761749268
1057,Conservative BoBn,7,1,"{'x5': 0.9962191958468182, 'x1': 2.203558310802187, 'x4': 1.1142601013174493, 'x3': 1.2851771459874803, 'x2': 1.5709210905733637}",4.495936870574951,4.496010780334473,2,47816704,3.7623987197875977
1058,Conservative BoBn,8,1,"{'x5': 0.9962229512586617, 'x1': 2.2032151396972552, 'x4': 1.1142572973551186, 'x3': 1.285176839646064, 'x2': 1.57094379988901}",4.495696544647217,4.496010780334473,2,48018432,5.703335523605347
1059,Conservative BoBn,9,1,"{'x5': 0.9962260669675451, 'x1': 2.2032856094238933, 'x4': 1.114254673173749, 'x3': 1.2851765802122626, 'x2': 1.570919487128613}",4.495756149291992,4.496010780334473,2,48262144,3.876803398132324
1060,Conservative BoBn,10,1,"{'x5': 0.9962303764338546, 'x1': 2.2035535191104696, 'x4': 1.1142518436419555, 'x3': 1.285176397070037, 'x2': 1.570918830183506}",4.495912075042725,4.496010780334473,2,48562176,5.942804336547852
1061,Conservative BoBn,11,1,"{'x5': 0.9962341054278521, 'x1': 2.203411325927638, 'x4': 1.1142491760194952, 'x3': 1.285176229559315, 'x2': 1.5709178022977868}",4.495974063873291,4.496010780334473,2,48862208,3.595271348953247
1062,Conservative BoBn,12,1,"{'x5': 0.9962380541292721, 'x1': 2.2035562182953767, 'x4': 1.1142466300581917, 'x3': 1.2851441743653127, 'x2': 1.5709541116828833}",4.4957499504089355,4.496010780334473,2,49171456,5.515224456787109
1063,Conservative BoBn,13,1,"{'x5': 0.9962415208762732, 'x1': 2.203415278013905, 'x4': 1.1142439061775244, 'x3': 1.2851440356594652, 'x2': 1.570916454794103}",4.495865821838379,4.496010780334473,2,49471488,5.022430181503296
1064,Conservative BoBn,14,1,"{'x5': 0.9962455476398631, 'x1': 2.203414989942794, 'x4': 1.1142397794668608, 'x3': 1.2851759411540797, 'x2': 1.570915697094495}",4.495833873748779,4.496010780334473,2,49780736,4.21571159362793
1065,Conservative BoBn,15,1,"{'x5': 0.9962488511358594, 'x1': 2.2034140209279554, 'x4': 1.1142386030435414, 'x3': 1.2851753877008052, 'x2': 1.570914930641506}",4.495950698852539,4.496010780334473,2,50080768,3.9390246868133545
1066,Conservative BoBn,16,1,"{'x5': 0.9962524558182194, 'x1': 2.2035465433652535, 'x4': 1.1142362503768342, 'x3': 1.2851752430037395, 'x2': 1.5709142422393119}",4.49581241607666,4.496010780334473,2,50380800,6.308676719665527
1067,Conservative BoBn,17,1,"{'x5': 0.9962561782225242, 'x1': 2.203411211078753, 'x4': 1.1142333784715914, 'x3': 1.2851750915216602, 'x2': 1.570913172739146}",4.495819568634033,4.496010780334473,2,50690048,5.290606498718262
1068,Conservative BoBn,18,1,"{'x5': 0.9962598445701341, 'x1': 2.203549481201637, 'x4': 1.1142312704560482, 'x3': 1.2851433724952246, 'x2': 1.5709128119710165}",4.495790481567383,4.496010780334473,2,50999296,2.6532881259918213
1069,Conservative BoBn,19,1,"{'x5': 0.9962632980634917, 'x1': 2.203405077603524, 'x4': 1.1142282842982663, 'x3': 1.2851746631904646, 'x2': 1.57091199995246}",4.495837688446045,4.496010780334473,2,51299328,7.760392427444458
1070,Conservative BoBn,20,1,"{'x5': 0.9962667711560618, 'x1': 2.2034004774622447, 'x4': 1.1143695852716664, 'x3': 1.2851745398629384, 'x2': 1.570911228351923}",4.49592399597168,4.496010780334473,2,51610112,3.9714725017547607
1071,Conservative BoBn,21,1,"{'x5': 0.9962704987796615, 'x1': 2.2033968213150725, 'x4': 1.1142235753587795, 'x3': 1.2851743422935613, 'x2': 1.5709104760188886}",4.495759010314941,4.496010780334473,2,51910144,4.542017698287964
1072,Conservative BoBn,22,1,"{'x5': 0.9962740451514214, 'x1': 2.2033930805641515, 'x4': 1.1142209569848835, 'x3': 1.285174187692756, 'x2': 1.5709097991654197}",4.495811939239502,4.496010780334473,2,52219392,3.4948930740356445
1073,Conservative BoBn,23,1,"{'x5': 0.9962773910413568, 'x1': 2.203386022365437, 'x4': 1.1142185083049303, 'x3': 1.2851739935682724, 'x2': 1.5709091322774797}",4.4958271980285645,4.496010780334473,2,52528640,8.229910373687744
1074,Conservative BoBn,24,1,"{'x5': 0.9962807637257068, 'x1': 2.203544998944344, 'x4': 1.1142121358045687, 'x3': 1.2851738352346793, 'x2': 1.5709084480135325}",4.495713710784912,4.496010780334473,2,52828672,4.264328241348267
1075,Conservative BoBn,25,1,"{'x5': 0.9962841777135496, 'x1': 2.203386625997077, 'x4': 1.1142135139325409, 'x3': 1.285173642065662, 'x2': 1.570908833689744}",4.495762348175049,4.496010780334473,2,53137920,4.359386205673218
1076,Conservative BoBn,26,1,"{'x5': 0.9962877888249166, 'x1': 2.203544580620247, 'x4': 1.1142112220096212, 'x3': 1.2851734983217884, 'x2': 1.5709096252056147}",4.49595832824707,4.496010780334473,2,53447168,5.6876513957977295
1077,Conservative BoBn,27,1,"{'x5': 0.9962911569138103, 'x1': 2.2035437694842117, 'x4': 1.1142086304846959, 'x3': 1.2851732426861673, 'x2': 1.5709061633705705}",4.495808124542236,4.496010780334473,2,53756416,4.609806060791016
1078,Conservative BoBn,28,1,"{'x5': 0.9962945393287724, 'x1': 2.20354363830522, 'x4': 1.1142062602722043, 'x3': 1.2851730821594491, 'x2': 1.570931249139331}",4.495814323425293,4.496010780334473,2,54065664,4.451769113540649
1079,Conservative BoBn,29,1,"{'x5': 0.9962977919712958, 'x1': 2.203542672520114, 'x4': 1.1142038783645711, 'x3': 1.2851729464499337, 'x2': 1.5709052798884329}",4.495896816253662,4.496010780334473,2,54374912,4.187443494796753
1080,Conservative BoBn,30,1,"{'x5': 0.996301164129214, 'x1': 2.203542168213782, 'x4': 1.1142014638859148, 'x3': 1.2851727758678275, 'x2': 1.5709044165241959}",4.495643138885498,4.496010780334473,2,56781312,4.2249839305877686
1081,Conservative BoBn,31,1,"{'x5': 0.9963068968853492, 'x1': 2.2033796499538054, 'x4': 1.1141992374194303, 'x3': 1.2851726151191605, 'x2': 1.5709031877353357}",4.495944976806641,4.496010780334473,2,56926720,3.694221258163452
1082,Conservative BoBn,32,1,"{'x5': 0.9963077590556351, 'x1': 2.203540789365905, 'x4': 1.1141968342459134, 'x3': 1.285141621724417, 'x2': 1.5709031108667453}",4.495753765106201,4.496010780334473,2,57063424,3.9296648502349854
1083,Conservative BoBn,33,1,"{'x5': 0.9963109510913655, 'x1': 2.2035412585053415, 'x4': 1.114194459347765, 'x3': 1.2851414497942177, 'x2': 1.5709229453251037}",4.495798110961914,4.496010780334473,2,57230848,3.9826595783233643
1084,Conservative BoBn,34,1,"{'x5': 0.9963141473783046, 'x1': 2.2035385037989696, 'x4': 1.1141922025184867, 'x3': 1.2851412936539295, 'x2': 1.5709017326126846}",4.495855331420898,4.496010780334473,2,57376256,4.90688681602478
1085,Conservative BoBn,35,1,"{'x5': 0.9963172697546663, 'x1': 2.2033774210910533, 'x4': 1.1141898275644682, 'x3': 1.2851411335176215, 'x2': 1.5709011725431417}",4.495814323425293,4.496010780334473,2,57521664,5.673166275024414
1086,Conservative BoBn,36,1,"{'x5': 0.9963195341605874, 'x1': 2.203370986683769, 'x4': 1.1141875479406302, 'x3': 1.2851410039735531, 'x2': 1.57090051986987}",4.495841026306152,4.496010780334473,2,57667072,6.105658292770386
1087,Conservative BoBn,37,1,"{'x5': 0.9963234941820196, 'x1': 2.203537563963055, 'x4': 1.1141852253304216, 'x3': 1.285140900416437, 'x2': 1.5708998280865951}",4.495994567871094,4.496010780334473,2,57812480,6.517768144607544
1088,Conservative BoBn,38,1,"{'x5': 0.99632688348265, 'x1': 2.203367429990921, 'x4': 1.1141830230112317, 'x3': 1.2851409651778718, 'x2': 1.570899326360735}",4.495927333831787,4.496010780334473,2,57957888,3.9162814617156982
1089,Conservative BoBn,39,1,"{'x5': 0.9963297313293673, 'x1': 2.2033641509414554, 'x4': 1.1141805262278852, 'x3': 1.2851711616790435, 'x2': 1.5708987208055762}",4.495891094207764,4.496010780334473,2,58103296,5.103111267089844
1090,Conservative BoBn,40,1,"{'x5': 0.9963328288453426, 'x1': 2.2035351433907904, 'x4': 1.114314984374738, 'x3': 1.2851709062411412, 'x2': 1.5708981196087537}",4.495785236358643,4.496010780334473,2,58248704,5.334615230560303
1091,Conservative BoBn,41,1,"{'x5': 0.9963358984963958, 'x1': 2.2033644077938837, 'x4': 1.114176319754535, 'x3': 1.2851707123229625, 'x2': 1.570896656318002}",4.495876789093018,4.496010780334473,2,58403328,4.334803581237793
1092,Conservative BoBn,42,1,"{'x5': 0.9963387561016545, 'x1': 2.2035338704632874, 'x4': 1.1141746565140156, 'x3': 1.2851402713741584, 'x2': 1.5708969829351007}",4.4958577156066895,4.496010780334473,2,58548736,6.24130916595459
1093,Conservative BoBn,43,1,"{'x5': 0.9963417027321346, 'x1': 2.2033561629755334, 'x4': 1.1141722498235296, 'x3': 1.2851400188049389, 'x2': 1.570895881502775}",4.4958271980285645,4.496010780334473,2,58726912,5.291215896606445
1094,Conservative BoBn,44,1,"{'x5': 0.996344764116278, 'x1': 2.203352670063752, 'x4': 1.1141701443485634, 'x3': 1.285170307395962, 'x2': 1.5708951847955335}",4.495935916900635,4.496010780334473,2,59045376,5.252033948898315
1095,Conservative BoBn,45,1,"{'x5': 0.9963474762853032, 'x1': 2.203532313502665, 'x4': 1.1141677847485978, 'x3': 1.2851700914409214, 'x2': 1.570895271408125}",4.495804309844971,4.496010780334473,2,59356160,5.089073181152344
1096,Conservative BoBn,46,1,"{'x5': 0.996350317803704, 'x1': 2.203530917701803, 'x4': 1.1141656059066676, 'x3': 1.2851396279137242, 'x2': 1.5708942859664698}",4.495887756347656,4.496010780334473,2,59674624,4.627669334411621
1097,Conservative BoBn,47,1,"{'x5': 0.9963531705603698, 'x1': 2.203530094832293, 'x4': 1.114163586508344, 'x3': 1.2851697488209592, 'x2': 1.5708942058217101}",4.495793342590332,4.496010780334473,2,59983872,4.040839433670044
1098,Conservative BoBn,48,1,"{'x5': 0.9963560849193911, 'x1': 2.2035295292412105, 'x4': 1.1141613222958977, 'x3': 1.2851395238250929, 'x2': 1.5708935287974037}",4.495821475982666,4.496010780334473,2,60293120,4.968295574188232
1099,Conservative BoBn,49,1,"{'x5': 0.9963587218251034, 'x1': 2.2035220692719593, 'x4': 1.1141594449349959, 'x3': 1.2851392699846846, 'x2': 1.5708932339595212}",4.4958930015563965,4.496010780334473,2,60611584,5.246577978134155
1100,Conservative BoBn,50,1,"{'x5': 0.9963614730248174, 'x1': 2.2035285209182405, 'x4': 1.1141571830764436, 'x3': 1.2851691772994704, 'x2': 1.570892441912657}",4.495826244354248,4.496010780334473,2,60930048,4.209721803665161
1101,Conservative BoBn,51,1,"{'x5': 0.9963642228614153, 'x1': 2.203336703484672, 'x4': 1.114155167389253, 'x3': 1.2851389466152838, 'x2': 1.5708912945666227}",4.495722770690918,4.496010780334473,2,61239296,3.8331873416900635
1102,Conservative BoBn,52,1,"{'x5': 0.9963670608755639, 'x1': 2.2035269880144583, 'x4': 1.1141530623806861, 'x3': 1.2851387469024314, 'x2': 1.5708913895148298}",4.495975017547607,4.496010780334473,2,63556608,5.407020568847656
1103,Conservative BoBn,53,1,"{'x5': 0.9963696927037641, 'x1': 2.203526183458881, 'x4': 1.1142828493798311, 'x3': 1.2851387675487664, 'x2': 1.5708908130708477}",4.495846748352051,4.496010780334473,2,63718400,9.092011451721191
1104,Conservative BoBn,54,1,"{'x5': 0.9963722496494923, 'x1': 2.2035251625400565, 'x4': 1.1141491382848232, 'x3': 1.285138430546719, 'x2': 1.570890709494116}",4.495735168457031,4.496010780334473,2,63889408,3.6036953926086426
1105,Conservative BoBn,55,1,"{'x5': 0.9963747569289619, 'x1': 2.203327945299043, 'x4': 1.1141470916123322, 'x3': 1.2851682570899372, 'x2': 1.570889689833611}",4.495869159698486,4.496010780334473,2,64060416,5.94598126411438
1106,Conservative BoBn,56,1,"{'x5': 0.9963773641857401, 'x1': 2.2033260245024406, 'x4': 1.1141450867491334, 'x3': 1.2851381893915004, 'x2': 1.570889278608235}",4.495914936065674,4.496010780334473,2,64222208,3.7816572189331055
1107,Conservative BoBn,57,1,"{'x5': 0.9963798333457443, 'x1': 2.203324342463963, 'x4': 1.1141430287253955, 'x3': 1.28516786500095, 'x2': 1.57088868275017}",4.495974540710449,4.496010780334473,2,64393216,6.586449384689331
1108,Conservative BoBn,58,1,"{'x5': 0.996382322719333, 'x1': 2.203521501621609, 'x4': 1.1141409083809157, 'x3': 1.2851677125466514, 'x2': 1.570888170633507}",4.495875835418701,4.496010780334473,2,64565760,6.40726375579834
1109,Conservative BoBn,59,1,"{'x5': 0.9963850629039989, 'x1': 2.20352056263477, 'x4': 1.1141391348976741, 'x3': 1.2851674361950551, 'x2': 1.5708878759511014}",4.4959211349487305,4.496010780334473,2,64736768,3.4481472969055176
1110,Conservative BoBn,60,1,"{'x5': 0.9963873906524807, 'x1': 2.2033608971484004, 'x4': 1.1141374371468473, 'x3': 1.2851674317236337, 'x2': 1.5708873903166773}",4.495849609375,4.496010780334473,2,65874432,4.783421516418457
1111,Conservative BoBn,61,1,"{'x5': 0.9963885271629931, 'x1': 2.2035193885964666, 'x4': 1.1141327267016061, 'x3': 1.2851672113568318, 'x2': 1.5708866376418202}",4.495846748352051,4.496010780334473,2,65955328,5.1330461502075195
1112,Conservative BoBn,62,1,"{'x5': 0.9963922170502116, 'x1': 2.203338557030099, 'x4': 1.1141332480645358, 'x3': 1.285167105520832, 'x2': 1.5708862331542717}",4.495821952819824,4.496010780334473,2,66036224,6.477331876754761
1113,Conservative BoBn,63,1,"{'x5': 0.9963945115380697, 'x1': 2.2033132149999046, 'x4': 1.1141311648178536, 'x3': 1.2851668443816098, 'x2': 1.5708856966975857}",4.495960235595703,4.496010780334473,2,66117120,5.970606803894043
1114,Conservative BoBn,64,1,"{'x5': 0.9963969671853324, 'x1': 2.2033194408456183, 'x4': 1.1141293474376037, 'x3': 1.2851666841410343, 'x2': 1.5708852163384608}",4.496031284332275,4.496031284332275,64,66188800,8.386875629425049
1115,Conservative BoBn,65,1,"{'x5': 0.9963992576468226, 'x1': 2.203515013516074, 'x4': 1.1141274521077151, 'x3': 1.2851665245976738, 'x2': 1.5709058269508063}",4.495903491973877,4.496031284332275,64,66278912,4.788763999938965
1116,Conservative BoBn,66,1,"{'x5': 0.9964017157745666, 'x1': 2.203514526335217, 'x4': 1.1141254698049443, 'x3': 1.285166377514363, 'x2': 1.5708842692892069}",4.495879650115967,4.496031284332275,64,66425344,4.931573152542114
1117,Conservative BoBn,67,1,"{'x5': 0.996403687228423, 'x1': 2.203305390347651, 'x4': 1.1141234857276165, 'x3': 1.2851364145874125, 'x2': 1.570883865389615}",4.495720863342285,4.496031284332275,64,66653696,6.074436902999878
1118,Conservative BoBn,68,1,"{'x5': 0.9964059319876002, 'x1': 2.2033575330347097, 'x4': 1.1141216726355636, 'x3': 1.285166023714761, 'x2': 1.5708833455846511}",4.495900630950928,4.496031284332275,64,66882048,4.1224329471588135
1119,Conservative BoBn,69,1,"{'x5': 0.996405010239435, 'x1': 2.2033019172183046, 'x4': 1.1141198413738103, 'x3': 1.2851657650464412, 'x2': 1.5708828330667772}",4.495853424072266,4.496031284332275,64,67110400,5.59745717048645
1120,Conservative BoBn,70,1,"{'x5': 0.996410241789858, 'x1': 2.203298919753835, 'x4': 1.1141178541298091, 'x3': 1.2851657092649411, 'x2': 1.570900631130619}",4.495960712432861,4.496031284332275,64,67338752,6.400842666625977
1121,Conservative BoBn,71,1,"{'x5': 0.9964124165517992, 'x1': 2.2035087124889254, 'x4': 1.1141161691188313, 'x3': 1.2851655391607297, 'x2': 1.5708818872868977}",4.495889663696289,4.496031284332275,64,67593216,4.0003275871276855
1122,Conservative BoBn,72,1,"{'x5': 0.9964144605430507, 'x1': 2.2035080808070995, 'x4': 1.1141143103183355, 'x3': 1.2851655493395853, 'x2': 1.570881412905553}",4.495742321014404,4.496031284332275,64,67911680,5.220370531082153
1123,Conservative BoBn,73,1,"{'x5': 0.996416615995166, 'x1': 2.2035072143549628, 'x4': 1.1141123807218163, 'x3': 1.2851651742963257, 'x2': 1.5708817854719899}",4.49582052230835,4.496031284332275,64,68239360,9.435339450836182
1124,Conservative BoBn,74,1,"{'x5': 0.9964186455682474, 'x1': 2.2035068937841835, 'x4': 1.1141102069788034, 'x3': 1.285165116510069, 'x2': 1.5708804719425988}",4.495732307434082,4.496031284332275,64,68557824,4.8675618171691895
1125,Conservative BoBn,75,1,"{'x5': 0.9964209241519643, 'x1': 2.2035062218018897, 'x4': 1.1141087652959372, 'x3': 1.2851648441189225, 'x2': 1.5708800465576687}",4.4957756996154785,4.496031284332275,64,68876288,5.170219659805298
1126,Conservative BoBn,76,1,"{'x5': 0.9964228557685124, 'x1': 2.203506243679009, 'x4': 1.114107038411614, 'x3': 1.2851647107930317, 'x2': 1.570896669966738}",4.4959540367126465,4.496031284332275,64,69203968,5.826042890548706
1127,Conservative BoBn,77,1,"{'x5': 0.9964247829115946, 'x1': 2.2035052064581673, 'x4': 1.1141052705408185, 'x3': 1.285164457572821, 'x2': 1.5708960577628457}",4.495658874511719,4.496031284332275,64,69522432,6.494636297225952
1128,Conservative BoBn,78,1,"{'x5': 0.996426682735254, 'x1': 2.2032852589281675, 'x4': 1.1141034386139814, 'x3': 1.2851352776852818, 'x2': 1.5708954412476577}",4.496003150939941,4.496031284332275,64,70898688,5.894699335098267
1129,Conservative BoBn,79,1,"{'x5': 0.9964285604320473, 'x1': 2.2034938089663534, 'x4': 1.1141018862610355, 'x3': 1.285135070780247, 'x2': 1.5708935268970847}",4.495771884918213,4.496031284332275,64,71151616,6.435474395751953
1130,Conservative BoBn,80,1,"{'x5': 0.9964305676977288, 'x1': 2.203281125522729, 'x4': 1.114223010581247, 'x3': 1.2851640869773655, 'x2': 1.5708777892287173}",4.495882511138916,4.496031284332275,64,71404544,3.8368077278137207
1131,Conservative BoBn,81,1,"{'x5': 0.9964326350462204, 'x1': 2.203500694336781, 'x4': 1.1140985465349322, 'x3': 1.285163848994798, 'x2': 1.5708935995800768}",4.495880603790283,4.496031284332275,64,71666688,3.935262680053711
1132,Conservative BoBn,82,1,"{'x5': 0.9964343189067387, 'x1': 2.203430385379823, 'x4': 1.1142191726802253, 'x3': 1.2851636665857595, 'x2': 1.5708769343895956}",4.495818138122559,4.496031284332275,64,72911872,4.212209701538086
1133,Conservative BoBn,83,1,"{'x5': 0.9964361662483747, 'x1': 2.2034993613427223, 'x4': 1.114217536662738, 'x3': 1.2851634637727667, 'x2': 1.570892090406853}",4.495720386505127,4.496031284332275,64,73082880,4.750005483627319
1134,Conservative BoBn,84,1,"{'x5': 0.9964378234522385, 'x1': 2.203499093024668, 'x4': 1.1142157103651236, 'x3': 1.285134396384294, 'x2': 1.5708917857975704}",4.495870590209961,4.496031284332275,64,73264640,4.385592699050903
1135,Conservative BoBn,85,1,"{'x5': 0.9964399331337436, 'x1': 2.203499558189184, 'x4': 1.1142140993375997, 'x3': 1.2851631530551657, 'x2': 1.5708757701614002}",4.4959235191345215,4.496031284332275,64,73435648,10.649327516555786
1136,Conservative BoBn,86,1,"{'x5': 0.996441444722323, 'x1': 2.203268890565829, 'x4': 1.1140909115432907, 'x3': 1.2851341342713278, 'x2': 1.5708753953632928}",4.495847225189209,4.496031284332275,64,73615872,4.598001480102539
