,model,step,restart,candidate,result,best_f,steps_to_best_f,peak_memory,runtime_ms
310,BoBn,10,2,"{'x5': 0.9966118447310234, 'x1': 2.203076105919909, 'x4': 1.1137979979428134, 'x3': 1.2850796859148803, 'x2': 1.5708009608638611}",4.496112823486328,4.496112823486328,10,284022784,23.806705713272095
311,BoBn,11,2,"{'x5': 0.9966120072096855, 'x1': 2.203075703313627, 'x4': 1.1137980409417276, 'x3': 1.2850796745712205, 'x2': 1.570799300555034}",4.495889186859131,4.496112823486328,10,285476352,24.214426040649414
312,BoBn,12,2,"{'x5': 0.9966118614452577, 'x1': 2.203075391121202, 'x4': 1.113798041026189, 'x3': 1.2850795712243563, 'x2': 1.5708007343279256}",4.495811939239502,4.496112823486328,10,285187072,39.33667492866516
313,BoBn,13,2,"{'x5': 0.9966120182794945, 'x1': 2.2030749272771715, 'x4': 1.113835167880674, 'x3': 1.285079535145886, 'x2': 1.570800768540186}",4.495689392089844,4.496112823486328,10,285906944,23.82445979118347
314,BoBn,14,2,"{'x5': 0.9966122890921826, 'x1': 2.2030747062077753, 'x4': 1.1137976670727945, 'x3': 1.2850793950415338, 'x2': 1.5708007059238558}",4.495828151702881,4.496112823486328,10,285517312,14.134499073028564
315,BoBn,15,2,"{'x5': 0.996612292151404, 'x1': 2.203074339166593, 'x4': 1.1137975118775845, 'x3': 1.285079360603367, 'x2': 1.5708005417595983}",4.495882987976074,4.496112823486328,10,287044608,30.117675304412842
316,BoBn,16,2,"{'x5': 0.9966122415796465, 'x1': 2.2030741021927316, 'x4': 1.1138230279000036, 'x3': 1.2850792929504837, 'x2': 1.5708005260271272}",4.495912551879883,4.496112823486328,10,286927872,21.843783378601074
317,BoBn,17,2,"{'x5': 0.9966120815891377, 'x1': 2.203073746010368, 'x4': 1.1138229055839968, 'x3': 1.2850793234012936, 'x2': 1.5708154008920852}",4.4959330558776855,4.496112823486328,10,287003136,23.079457998275757
318,BoBn,18,2,"{'x5': 0.996612244813586, 'x1': 2.2030733332958907, 'x4': 1.1137970949499074, 'x3': 1.285096064080444, 'x2': 1.570800555732938}",4.495798110961914,4.496112823486328,10,288611328,20.67978596687317
319,BoBn,19,2,"{'x5': 0.9966089896967184, 'x1': 2.2030718186549034, 'x4': 1.1138352144438233, 'x3': 1.2850769425140547, 'x2': 1.5707997423895341}",4.4958271980285645,4.496112823486328,10,287962112,19.34925150871277
320,BoBn,20,2,"{'x5': 0.9966123073716994, 'x1': 2.203072614906828, 'x4': 1.1137966504827637, 'x3': 1.2850790629743183, 'x2': 1.570800518772114}",4.495893955230713,4.496112823486328,10,289068032,23.95003390312195
321,BoBn,21,2,"{'x5': 0.9966128080948911, 'x1': 2.20307230787423, 'x4': 1.1137967014539043, 'x3': 1.2850789544521837, 'x2': 1.5708005086781844}",4.495696067810059,4.496112823486328,10,288387072,23.14977264404297
322,BoBn,22,2,"{'x5': 0.9966122184519517, 'x1': 2.2030719714878697, 'x4': 1.1276578161607538, 'x3': 1.2850789384776296, 'x2': 1.5708151251792568}",4.481740951538086,4.496112823486328,10,288760320,26.593612670898438
323,BoBn,23,2,"{'x5': 0.9966126966757421, 'x1': 2.2030715317242304, 'x4': 1.1136499206492492, 'x3': 1.2850788272218199, 'x2': 1.5707996044204013}",4.495612144470215,4.496112823486328,10,289694208,30.625460147857666
324,BoBn,24,2,"{'x5': 0.9966123297040538, 'x1': 2.2030711525025803, 'x4': 1.1136497088420882, 'x3': 1.2850787699043118, 'x2': 1.57079998994741}",4.495795249938965,4.496112823486328,10,290038784,25.0480215549469
325,BoBn,25,2,"{'x5': 0.996612419764604, 'x1': 2.203070797456972, 'x4': 1.1136420498352422, 'x3': 1.2850787106339878, 'x2': 1.5708001746854712}",4.495952129364014,4.496112823486328,10,291807744,19.999542713165283
326,BoBn,26,2,"{'x5': 0.9966124837650758, 'x1': 2.203070462470551, 'x4': 1.1136502544471094, 'x3': 1.2850785423179663, 'x2': 1.570800212613734}",4.496026039123535,4.496112823486328,10,292305920,27.98485517501831
327,BoBn,27,2,"{'x5': 0.9966142640169066, 'x1': 2.203070087199232, 'x4': 1.1136503517563108, 'x3': 1.2850784126145554, 'x2': 1.5708001532555005}",4.495825290679932,4.496112823486328,10,291841024,32.863401889801025
328,BoBn,28,2,"{'x5': 0.996614347804473, 'x1': 2.20306975193578, 'x4': 1.1136425977247266, 'x3': 1.285078356648919, 'x2': 1.5708004525007073}",4.495772838592529,4.496112823486328,10,293611008,30.64169216156006
329,BoBn,29,2,"{'x5': 0.9966126436720965, 'x1': 2.203069551818448, 'x4': 1.113650772759429, 'x3': 1.2850782821058961, 'x2': 1.570800108803051}",4.495845317840576,4.496112823486328,10,293520896,24.607816457748413
330,BoBn,30,2,"{'x5': 0.9966117934985723, 'x1': 2.2030690540788966, 'x4': 1.1136427603852077, 'x3': 1.2850938997224919, 'x2': 1.570800736118649}",4.495978355407715,4.496112823486328,10,296222720,18.573622941970825
331,BoBn,31,2,"{'x5': 0.9966125392442038, 'x1': 2.2030688573143338, 'x4': 1.1136431414747705, 'x3': 1.2850780618776265, 'x2': 1.570799997137354}",4.4958343505859375,4.496112823486328,10,294648832,26.26168394088745
332,BoBn,32,2,"{'x5': 0.9966126655156385, 'x1': 2.20306846704515, 'x4': 1.113651330047046, 'x3': 1.2850779988999161, 'x2': 1.5708004606813102}",4.495763301849365,4.496112823486328,10,297525248,27.795645236968994
333,BoBn,33,2,"{'x5': 0.9966129258018952, 'x1': 2.2030680913885665, 'x4': 1.1136439889841967, 'x3': 1.2850944114883034, 'x2': 1.5707999173269958}",4.495848655700684,4.496112823486328,10,298920448,23.556835174560547
334,BoBn,34,2,"{'x5': 0.9966147675780895, 'x1': 2.2030679003843425, 'x4': 1.113643746619002, 'x3': 1.2850789064045611, 'x2': 1.5707980513050874}",4.495858669281006,4.496112823486328,10,297586176,16.78788733482361
335,BoBn,35,2,"{'x5': 0.9966142732867223, 'x1': 2.2030675699461755, 'x4': 1.1136519873191473, 'x3': 1.2850942097752052, 'x2': 1.5708093096760614}",4.495820045471191,4.496112823486328,10,295739392,48.856138706207275
336,BoBn,36,2,"{'x5': 0.996612850161491, 'x1': 2.2030672389590147, 'x4': 1.1136521268528494, 'x3': 1.285077641257552, 'x2': 1.5708120148113347}",4.495949745178223,4.496112823486328,10,300085760,25.605693340301514
337,BoBn,37,2,"{'x5': 0.9966146446761678, 'x1': 2.203066889478884, 'x4': 1.1136511214826499, 'x3': 1.2850939624185087, 'x2': 1.5707994233951528}",4.495920181274414,4.496112823486328,10,298628608,18.744542837142944
338,BoBn,38,2,"{'x5': 0.9966148053165456, 'x1': 2.2030664707015943, 'x4': 1.113652416033045, 'x3': 1.2850775307498938, 'x2': 1.5707996922755547}",4.496128082275391,4.496128082275391,38,299413504,23.83230209350586
339,BoBn,39,2,"{'x5': 0.9966149485626306, 'x1': 2.2030662177355698, 'x4': 1.113654430186567, 'x3': 1.2850774073901468, 'x2': 1.5708139628625284}",4.495768070220947,4.496128082275391,38,298005504,31.156911849975586
340,BoBn,40,2,"{'x5': 0.996614834832806, 'x1': 2.2030663933865653, 'x4': 1.1136527504811464, 'x3': 1.285093684029323, 'x2': 1.5708002871739626}",4.495815753936768,4.496128082275391,38,300676096,19.477633476257324
341,BoBn,41,2,"{'x5': 0.9966142172918535, 'x1': 2.2030657512219767, 'x4': 1.1136452141882172, 'x3': 1.2850772999015594, 'x2': 1.5708137879657589}",4.495845794677734,4.496128082275391,38,301139968,22.52293109893799
342,BoBn,42,2,"{'x5': 0.9966149880374687, 'x1': 2.203064602978731, 'x4': 1.1136423972831, 'x3': 1.2850763222809376, 'x2': 1.5708117347239308}",4.495998382568359,4.496128082275391,38,300946944,21.7332820892334
343,BoBn,43,2,"{'x5': 0.9966152152972962, 'x1': 2.203070845626254, 'x4': 1.1136534064050188, 'x3': 1.285077554792637, 'x2': 1.5708137659043593}",4.495718002319336,4.496128082275391,38,300253184,23.21555233001709
344,BoBn,44,2,"{'x5': 0.9966142014497643, 'x1': 2.203064166938485, 'x4': 1.1136458448081124, 'x3': 1.2850772702215203, 'x2': 1.570799407531634}",4.495815277099609,4.496128082275391,38,301061632,34.67849087715149
345,BoBn,45,2,"{'x5': 0.9966132834932274, 'x1': 2.2030643873287072, 'x4': 1.1136465945655496, 'x3': 1.2850771602254059, 'x2': 1.570799885682885}",4.495769500732422,4.496128082275391,38,301808128,20.558279514312744
346,BoBn,46,2,"{'x5': 0.9966133264948108, 'x1': 2.2030762997784445, 'x4': 1.1136460928285652, 'x3': 1.2850770280389867, 'x2': 1.5707992971535327}",4.495619773864746,4.496128082275391,38,303148544,28.271246910095215
347,BoBn,47,2,"{'x5': 0.9966153629713286, 'x1': 2.2030632526849017, 'x4': 1.1136542561953684, 'x3': 1.2850768858060928, 'x2': 1.5707994981105968}",4.496043682098389,4.496128082275391,38,302807552,62.389310359954834
348,BoBn,48,2,"{'x5': 0.9966134262159343, 'x1': 2.20306301094822, 'x4': 1.113646939917699, 'x3': 1.2850929493762118, 'x2': 1.5707993715628752}",4.495964050292969,4.496128082275391,38,302675968,23.76363706588745
349,BoBn,49,2,"{'x5': 0.9966154935756876, 'x1': 2.2030622348752873, 'x4': 1.113645602541114, 'x3': 1.2850770099108828, 'x2': 1.570796497484792}",4.4959716796875,4.496128082275391,38,302420480,19.04069709777832
350,BoBn,50,2,"{'x5': 0.9966152573360684, 'x1': 2.2030752332924566, 'x4': 1.1136476973089569, 'x3': 1.285076606745823, 'x2': 1.5707954242954854}",4.4957804679870605,4.496128082275391,38,304059392,22.64623260498047
351,BoBn,51,2,"{'x5': 0.9966154717932423, 'x1': 2.203061932388873, 'x4': 1.1136480039363346, 'x3': 1.2850925324433111, 'x2': 1.5708121397762116}",4.495837211608887,4.496128082275391,38,304064000,20.70427441596985
352,BoBn,52,2,"{'x5': 0.9966155222398291, 'x1': 2.20306158716797, 'x4': 1.1136484132096869, 'x3': 1.2850925732998564, 'x2': 1.570799453440798}",4.495988368988037,4.496128082275391,38,305816064,32.445679664611816
353,BoBn,53,2,"{'x5': 0.9966138570441011, 'x1': 2.2030612317140266, 'x4': 1.113648471674278, 'x3': 1.2850925489422307, 'x2': 1.5708132316310481}",4.495786190032959,4.496128082275391,38,304725504,30.31036376953125
354,BoBn,54,2,"{'x5': 0.9966147592069433, 'x1': 2.2030737391916437, 'x4': 1.1136552124532968, 'x3': 1.2850763796231923, 'x2': 1.5708129694395485}",4.4957780838012695,4.496128082275391,38,305741312,36.86414837837219
355,BoBn,55,2,"{'x5': 0.9966155680471599, 'x1': 2.203060604969123, 'x4': 1.1136555460197348, 'x3': 1.2850761691877624, 'x2': 1.5708126728290048}",4.495903968811035,4.496128082275391,38,305050624,22.35164189338684
356,BoBn,56,2,"{'x5': 0.9966157072773981, 'x1': 2.2030731474690524, 'x4': 1.1136494787467128, 'x3': 1.2850762010240033, 'x2': 1.5708123538597831}",4.4959397315979,4.496128082275391,38,306084864,12.844598293304443
357,BoBn,57,2,"{'x5': 0.9966158204561787, 'x1': 2.2030773862578585, 'x4': 1.113644820199235, 'x3': 1.2850761308193452, 'x2': 1.5708128474352356}",4.495789527893066,4.496128082275391,38,306118656,18.31717824935913
358,BoBn,58,2,"{'x5': 0.996615706122083, 'x1': 2.2030597601524913, 'x4': 1.1136496052422167, 'x3': 1.2850760792417655, 'x2': 1.570798976914622}",4.495866298675537,4.496128082275391,38,307018752,34.32525849342346
359,BoBn,59,2,"{'x5': 0.9966157444284113, 'x1': 2.203059432902171, 'x4': 1.1136560021263564, 'x3': 1.285076044937837, 'x2': 1.5707987824536713}",4.495909214019775,4.496128082275391,38,307120128,26.91553544998169
360,BoBn,60,2,"{'x5': 0.9966167483807277, 'x1': 2.2030594246933553, 'x4': 1.113658459594992, 'x3': 1.285076038045165, 'x2': 1.5708134621027332}",4.495803356170654,4.496128082275391,38,307361792,16.521444082260132
361,BoBn,61,2,"{'x5': 0.9966154538851132, 'x1': 2.20305879785568, 'x4': 1.113656212340076, 'x3': 1.2850759509842218, 'x2': 1.5707988022680375}",4.495774269104004,4.496128082275391,38,309212160,23.23204016685486
362,BoBn,62,2,"{'x5': 0.9966159677621937, 'x1': 2.2030584169968344, 'x4': 1.113650633846056, 'x3': 1.2850758507648188, 'x2': 1.5707993911677494}",4.495889186859131,4.496128082275391,38,309349376,22.082764863967896
363,BoBn,63,2,"{'x5': 0.9966137435587066, 'x1': 2.203058164746286, 'x4': 1.1136567603606367, 'x3': 1.2850757558239896, 'x2': 1.5708125325033688}",4.495938777923584,4.496128082275391,38,310027264,25.700100898742676
364,BoBn,64,2,"{'x5': 0.9966159120885631, 'x1': 2.2030580201742964, 'x4': 1.113650785823373, 'x3': 1.285075715455753, 'x2': 1.5707987105313412}",4.495777606964111,4.496128082275391,38,311554048,31.55851674079895
365,BoBn,65,2,"{'x5': 0.9966140941621077, 'x1': 2.203058839901198, 'x4': 1.1136506543007767, 'x3': 1.2850880366154, 'x2': 1.5708121591658097}",4.495731830596924,4.496128082275391,38,311494144,17.912693977355957
366,BoBn,66,2,"{'x5': 0.9966140291617229, 'x1': 2.2030572754745568, 'x4': 1.113651076499482, 'x3': 1.2850756207506313, 'x2': 1.5707985638245765}",4.495862007141113,4.496128082275391,38,310974976,16.049383878707886
367,BoBn,67,2,"{'x5': 0.9966161383215933, 'x1': 2.2030569136534814, 'x4': 1.113657723759895, 'x3': 1.2850755398194722, 'x2': 1.5708119478015472}",4.49584436416626,4.496128082275391,38,311836160,18.814419746398926
368,BoBn,68,2,"{'x5': 0.9966141129982871, 'x1': 2.203069291726168, 'x4': 1.1136576022370999, 'x3': 1.2850755553875444, 'x2': 1.5708111647122698}",4.495829105377197,4.496128082275391,38,311616000,18.67872190475464
369,BoBn,69,2,"{'x5': 0.9966162327346576, 'x1': 2.2030694488312417, 'x4': 1.1136516527356621, 'x3': 1.2850745132922141, 'x2': 1.5707991649278386}",4.495987892150879,4.496128082275391,38,311923200,22.732588529586792
370,BoBn,70,2,"{'x5': 0.9966162587910586, 'x1': 2.20305608692923, 'x4': 1.113651485361627, 'x3': 1.2850752978582023, 'x2': 1.5708101780565766}",4.495866775512695,4.496128082275391,38,315733504,13.421086311340332
371,BoBn,71,2,"{'x5': 0.9966141632831321, 'x1': 2.2030557785387748, 'x4': 1.113657940729253, 'x3': 1.2850752021586225, 'x2': 1.5708111734636026}",4.495881080627441,4.496128082275391,38,314550272,26.070319890975952
372,BoBn,72,2,"{'x5': 0.996616379365345, 'x1': 2.2030681936912155, 'x4': 1.1136519206934345, 'x3': 1.2850910100350157, 'x2': 1.570797584541337}",4.495613098144531,4.496128082275391,38,318053888,23.917412281036377
373,BoBn,73,2,"{'x5': 0.9966162939714999, 'x1': 2.2030679103565007, 'x4': 1.113651649193803, 'x3': 1.2850909292924568, 'x2': 1.570798319793738}",4.4958953857421875,4.496128082275391,38,314600448,27.421149015426636
374,BoBn,74,2,"{'x5': 0.9966166118207304, 'x1': 2.2030677200954876, 'x4': 1.1136523815094033, 'x3': 1.2850908638096985, 'x2': 1.5707981409100977}",4.495875835418701,4.496128082275391,38,317605376,30.056140661239624
375,BoBn,75,2,"{'x5': 0.9966127303276948, 'x1': 2.203055895687006, 'x4': 1.1136533550036003, 'x3': 1.285074228214205, 'x2': 1.5708123974040962}",4.495790004730225,4.496128082275391,38,315052544,17.149791479110718
376,BoBn,76,2,"{'x5': 0.9966164836573639, 'x1': 2.2030543586986138, 'x4': 1.1136527008945527, 'x3': 1.2850749864573368, 'x2': 1.5708121016926737}",4.496024131774902,4.496128082275391,38,316532736,31.646644830703735
377,BoBn,77,2,"{'x5': 0.9966145081874604, 'x1': 2.203054050423038, 'x4': 1.1136589734633948, 'x3': 1.285074886313954, 'x2': 1.5707981185944582}",4.495875835418701,4.496128082275391,38,316382208,28.691181182861328
378,BoBn,78,2,"{'x5': 0.9966156394182161, 'x1': 2.2030503989316457, 'x4': 1.1136605190915865, 'x3': 1.2850741622029658, 'x2': 1.5708122184000144}",4.495899200439453,4.496128082275391,38,318748672,20.81415867805481
379,BoBn,79,2,"{'x5': 0.9966165554867112, 'x1': 2.203053320530339, 'x4': 1.1136525299308901, 'x3': 1.2850746937922368, 'x2': 1.570798053636027}",4.495874881744385,4.496128082275391,38,317712896,28.660521507263184
380,BoBn,80,2,"{'x5': 0.9966164430293938, 'x1': 2.203051823230674, 'x4': 1.1136523685078705, 'x3': 1.2850744484453456, 'x2': 1.570798816557803}",4.495945453643799,4.496128082275391,38,318170624,18.134767293930054
381,BoBn,81,2,"{'x5': 0.9966154979547134, 'x1': 2.2030665325768872, 'x4': 1.1136584576118167, 'x3': 1.2850745420744734, 'x2': 1.5707984914492479}",4.4959397315979,4.496128082275391,38,318742528,23.406886339187622
382,BoBn,82,2,"{'x5': 0.9966165614474631, 'x1': 2.203065262922461, 'x4': 1.1136528913575736, 'x3': 1.2850744287495264, 'x2': 1.5708090969988195}",4.4960432052612305,4.496128082275391,38,318179328,42.35593032836914
383,BoBn,83,2,"{'x5': 2.2711648547812, 'x1': 2.203052211014432, 'x4': 1.113652755272815, 'x3': 1.2850743422330417, 'x2': 1.570797723370669}",3.867123603820801,4.496128082275391,38,321021952,26.184959888458252
384,BoBn,84,2,"{'x5': 0.9966027918134911, 'x1': 2.203051865371189, 'x4': 1.1136600316387808, 'x3': 1.2850743640209359, 'x2': 1.5708088589062563}",4.495823383331299,4.496128082275391,38,321488384,29.25934100151062
385,BoBn,85,2,"{'x5': 0.9966072372422342, 'x1': 2.2030516016268704, 'x4': 1.1136530867279142, 'x3': 1.2850741976558244, 'x2': 1.5708087912601127}",4.495871067047119,4.496128082275391,38,321984512,22.732842683792114
386,BoBn,86,2,"{'x5': 0.9966165672411478, 'x1': 2.2030633129328843, 'x4': 1.1136541529563093, 'x3': 1.2850744217166394, 'x2': 1.5708115856612457}",4.4958343505859375,4.496128082275391,38,320612352,14.359033823013306
387,BoBn,87,2,"{'x5': 0.9966012363602893, 'x1': 2.2030511190899946, 'x4': 1.1136540126721826, 'x3': 1.285074033809201, 'x2': 1.570797949184536}",4.495858192443848,4.496128082275391,38,321108992,31.24870753288269
388,BoBn,88,2,"{'x5': 0.996601312588105, 'x1': 2.2030513682677415, 'x4': 1.1136540586764356, 'x3': 1.2850891195964764, 'x2': 1.5708116399751129}",4.495962142944336,4.496128082275391,38,322410496,17.822667360305786
389,BoBn,89,2,"{'x5': 0.9966172557449076, 'x1': 2.203050283757663, 'x4': 1.1136544978414962, 'x3': 1.285089329510028, 'x2': 1.5708092777175158}",4.496018409729004,4.496128082275391,38,323238912,20.38362407684326
390,BoBn,90,2,"{'x5': 0.9966105438464226, 'x1': 2.203050191914274, 'x4': 1.1136612217176698, 'x3': 1.2850902625385467, 'x2': 1.5707976895238174}",4.495739459991455,4.496128082275391,38,323073536,18.657881021499634
391,BoBn,91,2,"{'x5': 0.9966016374550298, 'x1': 2.2030499113098174, 'x4': 1.1136548977209542, 'x3': 1.2850737569501287, 'x2': 1.570808376685245}",4.496059894561768,4.496128082275391,38,322705920,32.84433054924011
392,BoBn,92,2,"{'x5': 0.9966138386662091, 'x1': 2.2030497106115736, 'x4': 1.113661427781422, 'x3': 1.285073629976621, 'x2': 1.570797396988807}",4.495932579040527,4.496128082275391,38,324225536,18.447057962417603
393,BoBn,93,2,"{'x5': 0.9966142657523702, 'x1': 2.203049344921846, 'x4': 1.1136550109531769, 'x3': 1.2850734390320102, 'x2': 1.5707975314986553}",4.495911121368408,4.496128082275391,38,323511296,26.217663288116455
394,BoBn,94,2,"{'x5': 0.9966137539717296, 'x1': 2.2030498445131736, 'x4': 1.1136557109035046, 'x3': 1.285070811898416, 'x2': 1.5708051706429809}",4.495991230010986,4.496128082275391,38,325764096,20.25757074356079
395,BoBn,95,2,"{'x5': 0.996613578628136, 'x1': 2.20304876011196, 'x4': 1.1136552762233802, 'x3': 1.285073385632299, 'x2': 1.570797191412952}",4.495940685272217,4.496128082275391,38,324532224,16.0358943939209
396,BoBn,96,2,"{'x5': 0.9966057885925403, 'x1': 2.203063471836308, 'x4': 1.1136554256717914, 'x3': 1.2850733036134725, 'x2': 1.5707974283564712}",4.495851993560791,4.496128082275391,38,324318208,33.8855721950531
397,BoBn,97,2,"{'x5': 0.996607953611709, 'x1': 2.203048074518071, 'x4': 1.1136624023762574, 'x3': 1.285073249649495, 'x2': 1.570807411162593}",4.496050834655762,4.496128082275391,38,324995072,28.325290203094482
398,BoBn,98,2,"{'x5': 0.9966167188270822, 'x1': 2.203062933529428, 'x4': 1.1136546126585285, 'x3': 1.2850732149605635, 'x2': 1.5708075013098748}",4.495791435241699,4.496128082275391,38,327346176,29.341147661209106
399,BoBn,99,2,"{'x5': 0.9966175194848469, 'x1': 2.2030476027257904, 'x4': 1.1136541662500916, 'x3': 1.2850731433180627, 'x2': 1.5708091260969481}",4.495983123779297,4.496128082275391,38,328129024,22.38529324531555
400,BoBn,100,2,"{'x5': 0.996601716217497, 'x1': 2.2030600282940664, 'x4': 1.1136540799833967, 'x3': 1.2850730324294688, 'x2': 1.5708061712617676}",4.496082782745361,4.496128082275391,38,328181760,30.586135864257812
401,BoBn,101,2,"{'x5': 0.9966177184436601, 'x1': 2.2030595833869153, 'x4': 1.1136552502466133, 'x3': 1.2850728233071482, 'x2': 1.5708107798593727}",4.495968818664551,4.496128082275391,38,327795712,24.94350576400757
402,BoBn,102,2,"{'x5': 0.9966159616556838, 'x1': 2.2030465516540256, 'x4': 1.113658589335871, 'x3': 1.285072292514157, 'x2': 1.570797522467517}",4.495954513549805,4.496128082275391,38,329279488,20.155426025390625
403,BoBn,103,2,"{'x5': 0.996602064218222, 'x1': 2.203046126330244, 'x4': 1.113656329019175, 'x3': 1.2850723840532305, 'x2': 1.5707962076082864}",4.495959758758545,4.496128082275391,38,328880128,16.338968992233276
404,BoBn,104,2,"{'x5': 0.9966018096873296, 'x1': 2.2030462144001937, 'x4': 1.1136553935529128, 'x3': 1.2850727206668662, 'x2': 1.5707970322655134}",4.495786666870117,4.496128082275391,38,329844736,22.63404870033264
405,BoBn,105,2,"{'x5': 0.9966018154923206, 'x1': 2.203058495617035, 'x4': 1.1136558513290713, 'x3': 1.2850727473724246, 'x2': 1.5708056510596604}",4.49593448638916,4.496128082275391,38,330087424,24.135459661483765
406,BoBn,106,2,"{'x5': 0.9966079269057976, 'x1': 2.203058444412523, 'x4': 1.1136632434292661, 'x3': 1.2850725654810673, 'x2': 1.5708085485906285}",4.495874881744385,4.496128082275391,38,330688512,37.83769750595093
407,BoBn,107,2,"{'x5': 0.9966018500388841, 'x1': 2.203058239367627, 'x4': 1.1136637745333462, 'x3': 1.285072553845284, 'x2': 1.5708105248130573}",4.495882034301758,4.496128082275391,38,330412544,45.12463736534119
408,BoBn,108,2,"{'x5': 0.9966178643108107, 'x1': 2.20304517962581, 'x4': 1.1136640437595815, 'x3': 1.2850724808949794, 'x2': 1.5707969240459478}",4.4957075119018555,4.496128082275391,38,331534848,27.93638801574707
409,BoBn,109,2,"{'x5': 0.9966173934117333, 'x1': 2.2030577300996708, 'x4': 1.1136636597599257, 'x3': 1.2850724189314506, 'x2': 1.5707970864862657}",4.4958271980285645,4.496128082275391,38,331248640,25.77745795249939
410,BoBn,110,2,"{'x5': 0.996602293498703, 'x1': 2.20305747506497, 'x4': 1.113663601669476, 'x3': 1.2850722561254846, 'x2': 1.5708083966711455}",4.4958624839782715,4.496128082275391,38,333478912,24.51072096824646
411,BoBn,111,2,"{'x5': 0.9966022619054601, 'x1': 2.2030445813321786, 'x4': 1.1136564377579294, 'x3': 1.2850722521434406, 'x2': 1.5707963551220556}",4.496002674102783,4.496128082275391,38,332243968,25.45126986503601
412,BoBn,112,2,"{'x5': 0.9965996276014579, 'x1': 2.203056923498232, 'x4': 1.1136588797437976, 'x3': 1.2850722655517648, 'x2': 1.570810373292036}",4.496043682098389,4.496128082275391,38,334057472,30.613959550857544
413,BoBn,113,2,"{'x5': 0.996617463317891, 'x1': 2.203056762888574, 'x4': 1.1136567174579117, 'x3': 1.2850721505234661, 'x2': 1.5707969502347305}",4.495999336242676,4.496128082275391,38,334064640,20.363624811172485
414,BoBn,114,2,"{'x5': 0.9966180201153692, 'x1': 2.2030564389077805, 'x4': 1.1136568007259258, 'x3': 1.2850871407730715, 'x2': 1.5708076913095341}",4.495962619781494,4.496128082275391,38,336055808,25.913413524627686
415,BoBn,115,2,"{'x5': 0.9966179974690674, 'x1': 2.203056360963049, 'x4': 1.1136579738874095, 'x3': 1.285072053719376, 'x2': 1.5708097258758882}",4.49601411819458,4.496128082275391,38,335667712,28.534499883651733
416,BoBn,116,2,"{'x5': 0.9966024966587476, 'x1': 2.203043360036136, 'x4': 1.1136569857859673, 'x3': 1.2850719704113382, 'x2': 1.5707966822545292}",4.495884418487549,4.496128082275391,38,335784960,26.58902597427368
417,BoBn,117,2,"{'x5': 0.9966024660116207, 'x1': 2.2030558679591805, 'x4': 1.1136649834032604, 'x3': 1.2850718312212366, 'x2': 1.5708087766527656}",4.495907306671143,4.496128082275391,38,335963648,24.913906574249268
418,BoBn,118,2,"{'x5': 0.9966166012830434, 'x1': 2.2030555302094235, 'x4': 1.1136650768505931, 'x3': 1.2850719144549092, 'x2': 1.5707963289039784}",4.495685577392578,4.496128082275391,38,339538944,25.154811143875122
419,BoBn,119,2,"{'x5': 0.9966175114579132, 'x1': 2.2030550595414877, 'x4': 1.1136576228070534, 'x3': 1.2850867789065712, 'x2': 1.570796107103387}",4.495772838592529,4.496128082275391,38,338231808,28.699746131896973
420,BoBn,120,2,"{'x5': 0.996602452152619, 'x1': 2.203055055368714, 'x4': 1.1136653923404554, 'x3': 1.2850717616185359, 'x2': 1.5707965886862754}",4.4957709312438965,4.496128082275391,38,339782656,26.584609270095825
421,BoBn,121,2,"{'x5': 0.9966033217787086, 'x1': 2.203054745507976, 'x4': 1.1136654635118262, 'x3': 1.2850716717414385, 'x2': 1.5707967008311008}",4.495972156524658,4.496128082275391,38,339062272,32.80111289024353
422,BoBn,122,2,"{'x5': 0.996602459885401, 'x1': 2.2030558244721274, 'x4': 1.1136570298672934, 'x3': 1.2850716395248438, 'x2': 1.570809337653448}",4.495786666870117,4.496128082275391,38,339377152,21.641422510147095
423,BoBn,123,2,"{'x5': 0.9966183728171052, 'x1': 2.203041666999, 'x4': 1.1136591300146437, 'x3': 1.2850716059972598, 'x2': 1.570796547354556}",4.495879173278809,4.496128082275391,38,338903040,24.63037371635437
424,BoBn,124,2,"{'x5': 0.996602847360323, 'x1': 2.203041397902902, 'x4': 1.1136591729405811, 'x3': 1.2850715823703138, 'x2': 1.5707963722134104}",4.495965957641602,4.496128082275391,38,339398656,21.587274312973022
425,BoBn,125,2,"{'x5': 0.996602664287358, 'x1': 2.2030536822912223, 'x4': 1.1136595271371355, 'x3': 1.285071511456676, 'x2': 1.5707965575501726}",4.495893478393555,4.496128082275391,38,340902912,25.54628300666809
426,BoBn,126,2,"{'x5': 0.9966184549291471, 'x1': 2.203053371154099, 'x4': 1.1136595204729622, 'x3': 1.2850714477593352, 'x2': 1.5707962713329604}",4.495930194854736,4.496128082275391,38,341430272,28.511693477630615
427,BoBn,127,2,"{'x5': 0.9966099227485072, 'x1': 2.2030527933151194, 'x4': 1.113666115727148, 'x3': 1.2850713128371496, 'x2': 1.5707963228007151}",4.495802402496338,4.496128082275391,38,341103616,24.21410846710205
428,BoBn,128,2,"{'x5': 0.9966033089782188, 'x1': 2.203040315662257, 'x4': 1.1136598749472968, 'x3': 1.2850713555199804, 'x2': 1.5707962664983628}",4.495885372161865,4.496128082275391,38,342005248,22.83980917930603
